AirTemperature,RelativeH,AirPressure,WindDirection,WindSpeed,Ant1RefractionEL,Ant2refractionEL,Ant9refractionEL,Ant4refractionEL,Ant5refractionEL,Ant6refractionEL,Ant7refractionEL,Ant1PoitingEL,Ant2PoitingEL,Ant3PoitingEL,Ant4PoitingEL,Ant5PoitingEL,Ant6PoitingEL,Ant7PoitingEL,Ant1ScanEL,Ant2ScanEL,Ant3ScanEL,Ant4ScanEL,Ant5ScanEL,Ant6ScanEL,Ant7ScanEL,Ant1PointingAZ,Ant2PointingAZ,Ant3PointingAZ,Ant4PointingAZ,Ant5PointingAZ,Ant6PointingAZ,Ant7PointingAZ,Ant1refractionAZ,Ant2refractionAZ,Ant3refractionAZ,Ant4refractionAZ,Ant5refractionAZ,Ant6refractionAZ,Ant7refractionAZ,Ant1ScanAZ,Ant2ScanAZ,Ant3ScanAZ,Ant4ScanAZ,Ant5ScanAZ,Ant6ScanAZ,Ant7ScanAZ,AmpHH1,phaseHH1,AmpHH2,phaseHH2,AmpHH3,phaseHH3,AmpHH4,phaseHH4,AmpHH5,phaseHH5,AmpHH6,phaseHH6,AmpHH7,phaseHH7,AmpVV1,phaseVV1,AmpVV2,phaseVV2,AmpVV3,phaseVV3,AmpVV4,phaseVV4,AmpVV5,phaseVV5,AmpVV6,phaseVV6,AmpVV7,phaseVV7
1.512170841401274224e+01,3.237475121909274378e+01,9.016787765920091715e+02,1.252428782877484394e+02,2.429094629865902188e+00,1.424526057138760393e+01,1.424540474438426330e+01,1.424479209122159773e+01,1.424477443847558256e+01,1.424475099068752471e+01,1.424553568078423638e+01,1.424408496215313313e+01,1.437700086043105152e+01,1.445622169532927437e+01,1.423005940612986819e+01,1.438213481074773270e+01,1.421992042982384064e+01,1.406368648066836968e+01,1.431986909250314710e+01,1.418461146156324837e+01,1.418470269823658469e+01,1.418424692734299342e+01,1.418413486798845469e+01,1.418419988817823807e+01,1.418483136042843640e+01,1.418361260928407752e+01,1.490122659494964523e+02,1.490065095034717046e+02,1.491032504949894246e+02,1.492442030734311516e+02,1.492328076548390641e+02,1.491025209495127228e+02,1.492662398006473836e+02,1.491481806231296900e+02,1.491479832011945348e+02,1.491482799175844320e+02,1.491483390478970534e+02,1.491483603982020156e+02,1.491484021921227736e+02,1.491486692016388247e+02,1.491481841303424005e+02,1.491480301244770317e+02,1.491482799175844320e+02,1.491483390478970534e+02,1.491483006869514440e+02,1.491483506404798902e+02,1.491486129504632459e+02,9.667729586362838745e-02,-6.324256658554077148e-01,9.768603742122650146e-02,3.075361251831054688e+00,9.647089242935180664e-02,2.542374372482299805e+00,8.768706768751144409e-02,2.234352350234985352e+00,1.040155068039894104e-01,-6.455186385423417050e-11,1.014662683010101318e-01,2.963618993759155273e+00,1.027127131819725037e-01,-2.153039455413818359e+00,9.056816995143890381e-02,-4.841316342353820801e-01,1.013121083378791809e-01,1.741429805755615234e+00,8.847354352474212646e-02,7.388056516647338867e-01,8.462410420179367065e-02,-3.951933085918426514e-01,1.068188622593879700e-01,1.885732681117247012e-10,9.992796927690505981e-02,1.000601887702941895e+00,9.931463748216629028e-02,2.492981433868408203e+00
1.547254487647785837e+01,3.227783850133169352e+01,9.013863607183980093e+02,1.191721785074001758e+02,1.938672284338464502e+00,1.435546420950629809e+01,1.435545386859929806e+01,1.435508208157198062e+01,1.435492347278606928e+01,1.435501668415429855e+01,1.435551835385811970e+01,1.435408341911366037e+01,1.448717421169057396e+01,1.456639106428762531e+01,1.434015167833710258e+01,1.449257406884010457e+01,1.433030947566137314e+01,1.417377185559631059e+01,1.443007335112601730e+01,1.429550885366932000e+01,1.429547085817912055e+01,1.429495122034774468e+01,1.429479240946244190e+01,1.429493673061389458e+01,1.429549021711285484e+01,1.429432630370725654e+01,1.489309891283700438e+02,1.489252268792262441e+02,1.490221796540936054e+02,1.491631281518613719e+02,1.491518708121510883e+02,1.490215025156196589e+02,1.491850477883640451e+02,1.490670911968032328e+02,1.490668565448044092e+02,1.490671523004266987e+02,1.490672648400058335e+02,1.490672795975251574e+02,1.490672279618771654e+02,1.490675453963141024e+02,1.490670208216798471e+02,1.490668403440664349e+02,1.490671523004266987e+02,1.490672648400058335e+02,1.490673262431608919e+02,1.490672905287622427e+02,1.490675507319638200e+02,9.518195688724517822e-02,-5.967645049095153809e-01,9.624982625246047974e-02,-3.138648271560668945e+00,9.864638745784759521e-02,2.573649644851684570e+00,8.860802650451660156e-02,2.257193565368652344e+00,1.033993661403656006e-01,-6.493651449890336380e-11,1.010579764842987061e-01,2.922387123107910156e+00,1.028711721301078796e-01,-2.105094909667968750e+00,8.941378444433212280e-02,-4.561898410320281982e-01,1.001519039273262024e-01,1.814107775688171387e+00,9.029130637645721436e-02,7.716320753097534180e-01,8.487209677696228027e-02,-3.696487545967102051e-01,1.061229333281517029e-01,1.898099039054912396e-10,9.954378753900527954e-02,9.582834243774414062e-01,9.980148822069168091e-02,2.541865110397338867e+00
1.541060434786954403e+01,3.234991318760151557e+01,9.024470239229113986e+02,1.311423488456581481e+02,1.651501793532627271e+00,1.446574098945393416e+01,1.446583726580407436e+01,1.446558244110444136e+01,1.446541175979112204e+01,1.446559916470233276e+01,1.446598512573953954e+01,1.446476463760858877e+01,1.459742089136478249e+01,1.467675237549455680e+01,1.445072750753998747e+01,1.460283019366517721e+01,1.444093867460123448e+01,1.428437788863515223e+01,1.454026209989565999e+01,1.440645007904718078e+01,1.440633958848516727e+01,1.440607002453428365e+01,1.440588631956240917e+01,1.440603434496743596e+01,1.440652225939100539e+01,1.440522856225719295e+01,1.488502149559413397e+02,1.488444047653365487e+02,1.489414224926225927e+02,1.490823717740615848e+02,1.490712324926550707e+02,1.489408915836085043e+02,1.491041494779068444e+02,1.489862222500001394e+02,1.489860854811940385e+02,1.489864030022048382e+02,1.489864927652016036e+02,1.489865446664252318e+02,1.489864357160090549e+02,1.489867350483600035e+02,1.489862421580526757e+02,1.489860981297281910e+02,1.489864030022048382e+02,1.489864527238573828e+02,1.489865046528578034e+02,1.489865700172059917e+02,1.489867350483600035e+02,9.383989125490188599e-02,-5.841532945632934570e-01,9.598852694034576416e-02,-3.132317304611206055e+00,1.011393740773200989e-01,2.557416677474975586e+00,9.078697115182876587e-02,2.248570919036865234e+00,1.016384586691856384e-01,-6.606155206201336227e-11,1.010866761207580566e-01,2.935104608535766602e+00,1.017962619662284851e-01,-2.085221290588378906e+00,8.841954916715621948e-02,-4.400108754634857178e-01,1.004049554467201233e-01,1.814441561698913574e+00,9.244947135448455811e-02,7.523066997528076172e-01,8.598985522985458374e-02,-3.800724744796752930e-01,1.042610034346580505e-01,1.891745926574373016e-10,9.976322203874588013e-02,9.677093625068664551e-01,9.942599385976791382e-02,2.553935289382934570e+00
1.553450048187292332e+01,3.276591262609752420e+01,9.010989299768797309e+02,1.206395707331709133e+02,2.110097944992160635e+00,1.457671900240534413e+01,1.457668187870330101e+01,1.457615854999610150e+01,1.457612933275234823e+01,1.457618447266958839e+01,1.457655681077989485e+01,1.457539408775324574e+01,1.470836898100323964e+01,1.478748240378998702e+01,1.456135443553770692e+01,1.471357625351260978e+01,1.455164117389463740e+01,1.439517155939202375e+01,1.465101416206408835e+01,1.451735522029653680e+01,1.451735871493077212e+01,1.451702908876143461e+01,1.451698036557568727e+01,1.451703573552260451e+01,1.451768439784850351e+01,1.451611761996716510e+01,1.487696648152667649e+02,1.487638650823926127e+02,1.488610118951374375e+02,1.490019966224768950e+02,1.489909441733216227e+02,1.488605684405869738e+02,1.490235699062407946e+02,1.489058184626837829e+02,1.489056696475466310e+02,1.489059824795165810e+02,1.489060780375207003e+02,1.489060804144051247e+02,1.489060560386497798e+02,1.489063528033761088e+02,1.489057985243920825e+02,1.489056664922373727e+02,1.489059824795165810e+02,1.489060780375207003e+02,1.489060531588862943e+02,1.489060214163984597e+02,1.489063528033761088e+02,9.301005303859710693e-02,-5.440272092819213867e-01,9.702164679765701294e-02,-3.098530530929565430e+00,1.034760773181915283e-01,2.546363592147827148e+00,9.336179494857788086e-02,2.250086545944213867e+00,9.867126494646072388e-02,-3.402405787666928916e-11,1.000149324536323547e-01,2.951167583465576172e+00,1.009544283151626587e-01,-2.102427482604980469e+00,8.755870908498764038e-02,-4.063616693019866943e-01,1.011465117335319519e-01,1.848299264907836914e+00,9.446431696414947510e-02,7.399088144302368164e-01,8.767132461071014404e-02,-3.767829239368438721e-01,1.019268929958343506e-01,1.893895179572169241e-10,9.938150644302368164e-02,9.835786819458007812e-01,9.832265973091125488e-02,2.534554719924926758e+00
1.536152089068942672e+01,3.285724190242888909e+01,9.018918745445242848e+02,1.365440973091048136e+02,1.653612268905676475e+00,1.468759190600231967e+01,1.468753010901747658e+01,1.468726135795139953e+01,1.468707438992463210e+01,1.468727138047152181e+01,1.468782401702034690e+01,1.468629571740507700e+01,1.481921208031842241e+01,1.489852478582423778e+01,1.467243326437257522e+01,1.482447008041642533e+01,1.466269461139518882e+01,1.450633167319969630e+01,1.476191931657988299e+01,1.462878757686487319e+01,1.462884154053982932e+01,1.462855506019509733e+01,1.462836732805471840e+01,1.462856285800403988e+01,1.462911877782469539e+01,1.462767693635084854e+01,1.486895959487911512e+02,1.486836952142451196e+02,1.487809141233543073e+02,1.489219329087674737e+02,1.489109204088444471e+02,1.487805314032841864e+02,1.489433340452475250e+02,1.488257191717040371e+02,1.488255515804302149e+02,1.488258548751395267e+02,1.488260077877703225e+02,1.488259283714420178e+02,1.488259073171537636e+02,1.488262339694128684e+02,1.488257688374945928e+02,1.488255915487158632e+02,1.488258548751395267e+02,1.488260077877703225e+02,1.488259781831820590e+02,1.488259488938530239e+02,1.488262307138065239e+02,9.311880171298980713e-02,-5.417615771293640137e-01,9.645525366067886353e-02,3.102696657180786133e+00,1.000000000000000000e+00,1.684386188571806997e-05,9.290693700313568115e-02,2.314185619354248047e+00,9.768100827932357788e-02,0.000000000000000000e+00,9.840282797813415527e-02,3.078227281570434570e+00,9.641135483980178833e-02,-2.025190353393554688e+00,8.921297639608383179e-02,-4.070336520671844482e-01,1.014569103717803955e-01,1.776721239089965820e+00,1.000000000000000000e+00,2.234880776086356491e-05,8.972314745187759399e-02,-3.252232074737548828e-01,1.024535447359085083e-01,0.000000000000000000e+00,9.772986918687820435e-02,1.110645890235900879e+00,9.587651491165161133e-02,2.605440139770507812e+00
1.533991131205816139e+01,3.257118722931862465e+01,9.016835616364742236e+02,1.360694257119548354e+02,2.918799194775598238e+00,1.485167415096209531e+01,1.485143868937244349e+01,1.485118548555010776e+01,1.485099315198081094e+01,1.485162329507337020e+01,1.485126234820950941e+01,1.485029470602031765e+01,1.498325049354817651e+01,1.506266319857989266e+01,1.483628059500600038e+01,1.498846148958739377e+01,1.482714662477436995e+01,1.467001507195363352e+01,1.492616375885562618e+01,1.479361629764997232e+01,1.479347116860258282e+01,1.479319041037155102e+01,1.479315756867725717e+01,1.479362996317507317e+01,1.479348715772695932e+01,1.479223170678177368e+01,1.485714376506236363e+02,1.485653682803993547e+02,1.486627597020981284e+02,1.488038676504327213e+02,1.487929346275848275e+02,1.486624569856619473e+02,1.488249996411800851e+02,1.487078718493128235e+02,1.487074251764870780e+02,1.487077153739076607e+02,1.487076030468525971e+02,1.487079235228306686e+02,1.487077505163357216e+02,1.487080328025880078e+02,1.487077217934570967e+02,1.487074060856297137e+02,1.487077045800496080e+02,1.487076030468525971e+02,1.487077875152376976e+02,1.487077306259475904e+02,1.487080328025880078e+02,9.362385421991348267e-02,-5.293178558349609375e-01,9.980255365371704102e-02,-3.083422660827636719e+00,1.048605218529701233e-01,2.520530223846435547e+00,9.716970473527908325e-02,2.251410245895385742e+00,9.488587826490402222e-02,-3.538142348546990945e-11,9.725783020257949829e-02,2.954137802124023438e+00,1.011099964380264282e-01,-2.079433441162109375e+00,8.729907125234603882e-02,-3.906954526901245117e-01,1.031912937760353088e-01,1.866171002388000488e+00,9.585974365472793579e-02,7.120730876922607422e-01,9.042806178331375122e-02,-3.712516427040100098e-01,9.809891134500503540e-02,1.882241723594191285e-10,9.724488854408264160e-02,9.844960570335388184e-01,9.788882732391357422e-02,2.556017875671386719e+00
1.534870881229922723e+01,3.210366434095103472e+01,9.014646110428914199e+02,1.438871293081684826e+02,2.687456957250023759e+00,1.501829106436987615e+01,1.501815458007488502e+01,1.501759350847440899e+01,1.501753076746015836e+01,1.501793368136723927e+01,1.501828149182882299e+01,1.501692514382049559e+01,1.514978068193788374e+01,1.522895061701636621e+01,1.500262850686169713e+01,1.515507758444678288e+01,1.499347288652840149e+01,1.483710879883651756e+01,1.509273016597835948e+01,1.496068741278488545e+01,1.496075413418695632e+01,1.496031325045570526e+01,1.496023783607072133e+01,1.496066771486776048e+01,1.496103694071636703e+01,1.495961254895713211e+01,1.484537783278506140e+02,1.484478145681567298e+02,1.485453359734182186e+02,1.486863397644965517e+02,1.486756765097041750e+02,1.485453147206579274e+02,1.487074797280726557e+02,1.485901484734775408e+02,1.485900192020926056e+02,1.485902642737386259e+02,1.485902734407661683e+02,1.485903593064340953e+02,1.485903862637135262e+02,1.485907351476743372e+02,1.485901538589799600e+02,1.485899968275480205e+02,1.485902642737386259e+02,1.485902734407661683e+02,1.485903530002616719e+02,1.485903717076434134e+02,1.485907355295242951e+02,9.389594942331314087e-02,-5.316191315650939941e-01,1.021397188305854797e-01,-3.124878883361816406e+00,1.039109081029891968e-01,2.502372264862060547e+00,9.889860451221466064e-02,2.242830753326416016e+00,9.377582371234893799e-02,-1.790012235658444695e-11,9.614745527505874634e-02,2.958549737930297852e+00,1.004263386130332947e-01,-2.084546089172363281e+00,8.774308860301971436e-02,-3.976131379604339600e-01,1.053341552615165710e-01,1.826751351356506348e+00,9.488152712583541870e-02,6.899713277816772461e-01,9.163609147071838379e-02,-3.788657486438751221e-01,9.691986441612243652e-02,1.991736636730578880e-10,9.636776149272918701e-02,9.894450902938842773e-01,9.710063040256500244e-02,2.545235395431518555e+00
1.545850511748185596e+01,3.263350047015621413e+01,9.022077744617017743e+02,1.556204324951975195e+02,2.538262375584191322e+00,1.512997773612314134e+01,1.512986984784041411e+01,1.512993802759665662e+01,1.512964169588573782e+01,1.512970058323066525e+01,1.513028137811641116e+01,1.512896158185774098e+01,1.526148124106607717e+01,1.534106205130161449e+01,1.511455184763577364e+01,1.526697768735692051e+01,1.510529807281952586e+01,1.494913405103111792e+01,1.520471441478854224e+01,1.507330754110474480e+01,1.507328639514213009e+01,1.507305368340384000e+01,1.507281605296903493e+01,1.507281532607983721e+01,1.507320541597231944e+01,1.507174588692613604e+01,1.483750291725842487e+02,1.483690489317223751e+02,1.484665675952713002e+02,1.486077213490417819e+02,1.485972215417273787e+02,1.484667787180017910e+02,1.486286037234049502e+02,1.485114713916846654e+02,1.485112987517034355e+02,1.485115129840746704e+02,1.485116420777222004e+02,1.485116588586142257e+02,1.485117662015712199e+02,1.485119720072734140e+02,1.485114913454078192e+02,1.485113287917186540e+02,1.485115129840746704e+02,1.485116420777222004e+02,1.485117188934762282e+02,1.485116098051651647e+02,1.485119720072734140e+02,9.415392577648162842e-02,-5.575155019760131836e-01,1.029126271605491638e-01,3.126758575439453125e+00,1.034054756164550781e-01,2.486951351165771484e+00,9.965699166059494019e-02,2.231663942337036133e+00,9.491708129644393921e-02,-1.768489521492000449e-11,9.626804292201995850e-02,2.955548763275146484e+00,9.841649234294891357e-02,-2.091256618499755859e+00,8.863532543182373047e-02,-4.242886900901794434e-01,1.067125126719474792e-01,1.794653773307800293e+00,9.427120536565780640e-02,6.751965284347534180e-01,9.195882827043533325e-02,-3.861430883407592773e-01,9.828672558069229126e-02,2.049430763984005921e-10,9.617780894041061401e-02,9.844963550567626953e-01,9.557165950536727905e-02,2.537043094635009766e+00
1.542699441036812402e+01,3.352339848523362065e+01,9.015352492359119196e+02,1.468908064958725106e+02,2.742836445047781790e+00,1.524442062259575437e+01,1.524438483009201661e+01,1.524411054875559657e+01,1.524388377738959655e+01,1.524411342538242309e+01,1.524468911687486994e+01,1.524320304476865218e+01,1.537576071244919440e+01,1.545537205952316384e+01,1.522914871411123450e+01,1.538123353373134705e+01,1.521991788550025682e+01,1.506363235027171577e+01,1.531899725618032626e+01,1.518784091041436213e+01,1.518776138275215004e+01,1.518754442161934115e+01,1.518731089988104266e+01,1.518753161077296809e+01,1.518802119595240363e+01,1.518660210984943504e+01,1.482952261918631223e+02,1.482892235743109950e+02,1.483869859003575016e+02,1.485281664662686580e+02,1.485176187716933498e+02,1.483872373548626911e+02,1.485487457560640792e+02,1.484317686451411191e+02,1.484315773868777342e+02,1.484318495565917431e+02,1.484319600709146982e+02,1.484319971503023794e+02,1.484318965211499801e+02,1.484322312649633204e+02,1.484317267638618318e+02,1.484316038605904851e+02,1.484318495565917431e+02,1.484319667257948652e+02,1.484320183134486797e+02,1.484319623488636353e+02,1.484322312649633204e+02,9.366387128829956055e-02,-5.896331071853637695e-01,1.023059040307998657e-01,3.099698066711425781e+00,1.033381149172782898e-01,2.482483386993408203e+00,9.930160641670227051e-02,2.213604927062988281e+00,9.731279313564300537e-02,-1.724951605164282142e-11,9.715479612350463867e-02,2.921913146972656250e+00,9.540871530771255493e-02,-2.122502803802490234e+00,8.768907189369201660e-02,-4.548886716365814209e-01,1.057722419500350952e-01,1.768264174461364746e+00,9.352993220090866089e-02,6.764200329780578613e-01,9.147063642740249634e-02,-3.963846862316131592e-01,1.010494902729988098e-01,1.993397946709052349e-10,9.717498719692230225e-02,9.585940837860107422e-01,9.315026551485061646e-02,2.507455348968505859e+00
1.542596302665667274e+01,3.451143094240840270e+01,9.021267925127673379e+02,1.499468950518607642e+02,1.898470581371605181e+00,1.535669439221672050e+01,1.535694950792353453e+01,1.535684095919400249e+01,1.535638060997289855e+01,1.535654494917083568e+01,1.535704429153632589e+01,1.535580497100841235e+01,1.548817155238587340e+01,1.556770640986238163e+01,1.534120162438891732e+01,1.549388618919079441e+01,1.533251980608975451e+01,1.517597083903370248e+01,1.543157071543352998e+01,1.530083515358314372e+01,1.530053488576903753e+01,1.530001974046924218e+01,1.530002266757170126e+01,1.530030570074869978e+01,1.530060026168286313e+01,1.529942356286500882e+01,1.482171878725154386e+02,1.482110574181221807e+02,1.483089360787063526e+02,1.484501774084071428e+02,1.484396861357416526e+02,1.483093360545198323e+02,1.484706634279306172e+02,1.483537510310874268e+02,1.483535531133988172e+02,1.483538515745082975e+02,1.483539845307095106e+02,1.483539475654446846e+02,1.483539709321764519e+02,1.483542146867743838e+02,1.483537717410693517e+02,1.483535607333527082e+02,1.483538289143398003e+02,1.483540024949890608e+02,1.483539540952293123e+02,1.483539107892506195e+02,1.483542146867743838e+02,9.298503398895263672e-02,-6.103656291961669922e-01,9.952278435230255127e-02,3.077929735183715820e+00,1.043189913034439087e-01,2.473129034042358398e+00,9.783043712377548218e-02,2.187397480010986328e+00,9.992851316928863525e-02,-8.398997643210837083e-12,9.860504418611526489e-02,2.900079727172851562e+00,9.412145614624023438e-02,-2.166123151779174805e+00,8.785782754421234131e-02,-4.788227975368499756e-01,1.036452203989028931e-01,1.747157096862792969e+00,9.467587620019912720e-02,6.724940538406372070e-01,8.964972198009490967e-02,-4.215945005416870117e-01,1.031687781214714050e-01,2.277857624743973020e-10,9.800314903259277344e-02,9.381858110427856445e-01,9.243561327457427979e-02,2.460520505905151367e+00
1.519164931444016275e+01,3.517091302069832182e+01,9.013474385981803607e+02,1.335479947944297976e+02,2.461629586345869924e+00,1.065189226692138291e+01,1.065176499000528487e+01,1.065155743220076445e+01,1.065141613241550900e+01,1.065147792593724674e+01,1.065207937516426462e+01,1.065065706919096478e+01,1.078560181030218068e+01,1.086230271807982106e+01,1.063725271664989869e+01,1.078844953611336521e+01,1.062436380849004358e+01,1.046758635709463015e+01,1.072594726333436910e+01,1.057039416459413061e+01,1.057035588307531881e+01,1.057017074382745747e+01,1.057008096651064122e+01,1.057009064815450472e+01,1.057066360909934311e+01,1.056936763941997626e+01,1.542407778276771069e+02,1.542365003721497487e+02,1.543300913729827357e+02,1.544700032813768757e+02,1.544555432813422158e+02,1.543243894629428041e+02,1.544967196449123605e+02,1.543750066212322167e+02,1.543747640965643768e+02,1.543750364261866537e+02,1.543751635373621127e+02,1.543752652767790323e+02,1.543753139305472075e+02,1.543754417400191130e+02,1.543749466008214881e+02,1.543747359713379979e+02,1.543750526105977769e+02,1.543751635373621127e+02,1.543752052959924299e+02,1.543752263302072265e+02,1.543754417400191130e+02,9.360492229461669922e-02,-6.234033107757568359e-01,9.739805757999420166e-02,3.073341846466064453e+00,1.052778512239456177e-01,2.469898462295532227e+00,9.513824433088302612e-02,2.166929721832275391e+00,1.021463423967361450e-01,0.000000000000000000e+00,1.001568287611007690e-01,2.878814935684204102e+00,9.571184962987899780e-02,-2.209675073623657227e+00,8.819237351417541504e-02,-4.845767915248870850e-01,1.006671115756034851e-01,1.744783282279968262e+00,9.540668874979019165e-02,6.756560206413269043e-01,8.732837438583374023e-02,-4.386943578720092773e-01,1.056904643774032593e-01,2.541153676371976644e-10,9.967078268527984619e-02,9.239419698715209961e-01,9.463074803352355957e-02,2.419169187545776367e+00
1.512857748066172192e+01,3.458957600890656181e+01,9.020013113308206130e+02,1.348267302850218812e+02,2.161056034482758736e+00,1.558283416195195770e+01,1.558251920923589751e+01,1.558221998508908079e+01,1.558217847865225814e+01,1.558243823355154944e+01,1.558285881027899222e+01,1.558152214716614026e+01,1.571413858818041831e+01,1.579350383057327534e+01,1.556720562711122469e+01,1.571964418976039823e+01,1.555833618994939904e+01,1.540195076963691534e+01,1.565727484796479629e+01,1.552720127109149217e+01,1.552730526879700967e+01,1.552675788178753713e+01,1.552666042460599982e+01,1.552696546024172974e+01,1.552719564168333832e+01,1.552619637569642563e+01,1.480619585069363495e+02,1.480558589830148435e+02,1.481539566236805285e+02,1.482951335070176242e+02,1.482849545073885906e+02,1.481545049700741572e+02,1.483153412342711590e+02,1.481986432824865005e+02,1.481985389971446523e+02,1.481988392914634005e+02,1.481988986451506491e+02,1.481989325002133739e+02,1.481988453103734287e+02,1.481991211790617342e+02,1.481986633520731971e+02,1.481985821860251633e+02,1.481988392914634005e+02,1.481988986451506491e+02,1.481989481600454894e+02,1.481988648804844217e+02,1.481991150773108075e+02,9.440734982490539551e-02,-6.419175267219543457e-01,9.608989208936691284e-02,3.077782392501831055e+00,1.063517853617668152e-01,2.461345672607421875e+00,9.272482246160507202e-02,2.158673286437988281e+00,1.037075147032737732e-01,0.000000000000000000e+00,1.009324416518211365e-01,2.846491575241088867e+00,9.904339909553527832e-02,-2.223457813262939453e+00,8.952412009239196777e-02,-5.018592476844787598e-01,9.902652353048324585e-02,1.747868537902832031e+00,9.662672132253646851e-02,6.691852807998657227e-01,8.542650192975997925e-02,-4.505157470703125000e-01,1.069092229008674622e-01,2.512184626990432434e-10,9.999330341815948486e-02,8.928438425064086914e-01,9.812054038047790527e-02,2.403012752532958984e+00
1.505632152803217494e+01,3.422451439909571036e+01,9.014639183933196591e+02,1.268808174429742195e+02,2.145931715036149434e+00,1.569591364986779070e+01,1.569574354476799272e+01,1.569536710666629276e+01,1.569539984206220495e+01,1.569559513832807340e+01,1.569605098461181214e+01,1.569473913477083826e+01,1.582727308358045804e+01,1.590674639183793460e+01,1.568045671978488542e+01,1.583278221896142846e+01,1.567152737223255698e+01,1.551514413507838341e+01,1.577056644806214436e+01,1.564098504728388228e+01,1.564088082030954041e+01,1.564048332303337574e+01,1.564039622414771280e+01,1.564071217482389997e+01,1.564096906768352824e+01,1.563980401159916589e+01,1.479849761499037584e+02,1.479787910965844446e+02,1.480769395501906729e+02,1.482181951875216157e+02,1.482081156865858134e+02,1.480777679325682925e+02,1.482382068415300864e+02,1.481216722420153360e+02,1.481215863998266400e+02,1.481218008028145618e+02,1.481218921488544424e+02,1.481219420837701364e+02,1.481218213501472576e+02,1.481221638226182051e+02,1.481217282082192526e+02,1.481215724400532565e+02,1.481218008028145618e+02,1.481218921488544424e+02,1.481219395192115371e+02,1.481219347173037875e+02,1.481221638226182051e+02,9.489805251359939575e-02,-6.659898757934570312e-01,9.564067423343658447e-02,3.079957723617553711e+00,1.061548963189125061e-01,2.447734594345092773e+00,9.148754924535751343e-02,2.149656295776367188e+00,1.049112379550933838e-01,0.000000000000000000e+00,1.012767478823661804e-01,2.850290536880493164e+00,1.012223288416862488e-01,-2.207453250885009766e+00,9.020855277776718140e-02,-5.243979096412658691e-01,9.812811017036437988e-02,1.744255065917968750e+00,9.700934588909149170e-02,6.510624289512634277e-01,8.480849117040634155e-02,-4.602001905441284180e-01,1.076180264353752136e-01,2.807593879605718712e-10,1.001413241028785706e-01,8.917153477668762207e-01,1.004171967506408691e-01,2.414870262145996094e+00
1.513167363056264136e+01,3.572731705384683920e+01,9.019636415299845567e+02,1.210823289098829036e+02,1.808297891160506099e+00,1.580755908685565814e+01,1.580747022988648887e+01,1.580742847347396918e+01,1.580709310198460571e+01,1.580720787813583073e+01,1.580780439334000675e+01,1.580625732613725631e+01,1.593886032921266604e+01,1.601864791232049612e+01,1.579202865934620448e+01,1.594469313956046364e+01,1.578320991578621602e+01,1.562717086693318969e+01,1.588246826324008687e+01,1.575297666390740403e+01,1.575297697900119864e+01,1.575270527443201551e+01,1.575243261893730917e+01,1.575253267405260260e+01,1.575293540493996147e+01,1.575166904549875113e+01,1.479095733894064892e+02,1.479032816702480204e+02,1.480016956701448407e+02,1.481428854884568409e+02,1.481328942157913957e+02,1.480025352073894283e+02,1.481627253892400518e+02,1.480463089239780174e+02,1.480461980033673512e+02,1.480465373204293940e+02,1.480465724386044428e+02,1.480465535648742161e+02,1.480464934480192483e+02,1.480467551245166078e+02,1.480463880902949541e+02,1.480461867914102072e+02,1.480465373204293940e+02,1.480465797630066049e+02,1.480465841598376358e+02,1.480465885940121495e+02,1.480467551245166078e+02,9.519024938344955444e-02,-7.031862139701843262e-01,9.460094571113586426e-02,3.080821514129638672e+00,1.055054366588592529e-01,2.436601877212524414e+00,9.123816341161727905e-02,2.160936355590820312e+00,1.059915646910667419e-01,0.000000000000000000e+00,1.012248098850250244e-01,2.854771137237548828e+00,1.009205505251884460e-01,-2.180299043655395508e+00,9.076954424381256104e-02,-5.591546297073364258e-01,9.713592380285263062e-02,1.744956731796264648e+00,9.672360867261886597e-02,6.408859491348266602e-01,8.486440777778625488e-02,-4.542114436626434326e-01,1.088558137416839600e-01,2.929873010870664984e-10,9.956466406583786011e-02,8.962898254394531250e-01,9.961680322885513306e-02,2.442322969436645508e+00
